variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
143,bolero-carrot,root-vegetable,6,,,,,April,May,June,November
143,bolero-carrot,root-vegetable,7,,,,,March,May,June,November
143,bolero-carrot,root-vegetable,8,,,,,March,April,May,December
143,bolero-carrot,root-vegetable,9,,,,,February,March,April,December
143,bolero-carrot,root-vegetable,10,,,,,January,March,April,December
143,bolero-carrot,root-vegetable,11,,,,,January,February,March,December
143,bolero-carrot,root-vegetable,12,,,,,January,February,March,December
143,bolero-carrot,root-vegetable,13,,,,,January,February,March,December
144,early-wonder-tall-top-beet,root-vegetable,1,,,,,June,July,July,September
144,early-wonder-tall-top-beet,root-vegetable,2,,,,,May,July,July,September
144,early-wonder-tall-top-beet,root-vegetable,3,,,,,May,June,June,October
144,early-wonder-tall-top-beet,root-vegetable,4,,,,,April,June,June,October
144,early-wonder-tall-top-beet,root-vegetable,5,,,,,April,May,June,November
144,early-wonder-tall-top-beet,root-vegetable,6,,,,,April,May,May,November
144,early-wonder-tall-top-beet,root-vegetable,7,,,,,March,May,May,November
144,early-wonder-tall-top-beet,root-vegetable,8,,,,,March,April,April,December
144,early-wonder-tall-top-beet,root-vegetable,9,,,,,February,March,March,December
144,early-wonder-tall-top-beet,root-vegetable,10,,,,,January,March,March,December
144,early-wonder-tall-top-beet,root-vegetable,11,,,,,January,February,February,December
144,early-wonder-tall-top-beet,root-vegetable,12,,,,,January,February,February,December
144,early-wonder-tall-top-beet,root-vegetable,13,,,,,January,February,February,December
145,tokyo-cross-turnip,root-vegetable,1,,,,,June,July,July,September
145,tokyo-cross-turnip,root-vegetable,2,,,,,May,July,June,September
145,tokyo-cross-turnip,root-vegetable,3,,,,,May,June,June,October
145,tokyo-cross-turnip,root-vegetable,4,,,,,April,June,June,October
145,tokyo-cross-turnip,root-vegetable,5,,,,,April,May,May,November
145,tokyo-cross-turnip,root-vegetable,6,,,,,April,May,May,November
145,tokyo-cross-turnip,root-vegetable,7,,,,,March,May,April,November
145,tokyo-cross-turnip,root-vegetable,8,,,,,March,April,April,December
145,tokyo-cross-turnip,root-vegetable,9,,,,,February,March,March,December
145,tokyo-cross-turnip,root-vegetable,10,,,,,January,March,February,December
145,tokyo-cross-turnip,root-vegetable,11,,,,,January,February,January,December
145,tokyo-cross-turnip,root-vegetable,12,,,,,January,February,January,December
145,tokyo-cross-turnip,root-vegetable,13,,,,,January,February,January,December
148,lacinato-kale,brassica,1,April,May,June,July,June,July,August,September
148,lacinato-kale,brassica,2,April,May,June,July,May,July,August,September
148,lacinato-kale,brassica,3,March,April,May,June,May,June,July,October
148,lacinato-kale,brassica,4,March,April,May,June,April,June,July,October
148,lacinato-kale,brassica,5,February,March,April,May,April,May,June,November
148,lacinato-kale,brassica,6,February,March,April,May,April,May,June,November
148,lacinato-kale,brassica,7,February,March,April,May,March,May,June,November
148,lacinato-kale,brassica,8,January,February,March,April,March,April,May,December
148,lacinato-kale,brassica,9,January,January,February,March,February,March,April,December
148,lacinato-kale,brassica,10,January,January,February,March,January,March,April,December
148,lacinato-kale,brassica,11,January,January,January,February,January,February,March,December
148,lacinato-kale,brassica,12,January,January,January,February,January,February,March,December
148,lacinato-kale,brassica,13,January,January,January,February,January,February,March,December
149,golden-acre-cabbage,brassica,1,April,May,June,July,June,July,August,September
149,golden-acre-cabbage,brassica,2,April,May,June,July,May,July,July,September
149,golden-acre-cabbage,brassica,3,March,April,May,June,May,June,July,October
149,golden-acre-cabbage,brassica,4,March,April,May,June,April,June,July,October
149,golden-acre-cabbage,brassica,5,February,March,April,May,April,May,June,November
149,golden-acre-cabbage,brassica,6,February,March,April,May,April,May,June,November
149,golden-acre-cabbage,brassica,7,February,March,April,May,March,May,May,November
149,golden-acre-cabbage,brassica,8,January,February,March,April,March,April,May,December
149,golden-acre-cabbage,brassica,9,January,January,February,March,February,March,April,December
149,golden-acre-cabbage,brassica,10,January,January,February,March,January,March,March,December
149,golden-acre-cabbage,brassica,11,January,January,January,February,January,February,February,December
149,golden-acre-cabbage,brassica,12,January,January,January,February,January,February,February,December
149,golden-acre-cabbage,brassica,13,January,January,January,February,January,February,February,December
150,de-cicco-broccoli,brassica,1,April,May,June,July,June,July,July,September
150,de-cicco-broccoli,brassica,2,April,May,June,July,May,July,July,September
150,de-cicco-broccoli,brassica,3,March,April,May,June,May,June,June,October
150,de-cicco-broccoli,brassica,4,March,April,May,June,April,June,June,October
150,de-cicco-broccoli,brassica,5,February,March,April,May,April,May,May,November
150,de-cicco-broccoli,brassica,6,February,March,April,May,April,May,May,November
150,de-cicco-broccoli,brassica,7,February,March,April,May,March,May,May,November
150,de-cicco-broccoli,brassica,8,January,February,March,April,March,April,April,December
150,de-cicco-broccoli,brassica,9,January,January,February,March,February,March,March,December
150,de-cicco-broccoli,brassica,10,January,January,February,March,January,March,March,December
150,de-cicco-broccoli,brassica,11,January,January,January,February,January,February,February,December
150,de-cicco-broccoli,brassica,12,January,January,January,February,January,February,February,December
150,de-cicco-broccoli,brassica,13,January,January,January,February,January,February,February,December
151,black-magic-kale,brassica,1,April,May,June,July,June,July,August,September
151,black-magic-kale,brassica,2,April,May,June,July,May,July,July,September
151,black-magic-kale,brassica,3,March,April,May,June,May,June,July,October
151,black-magic-kale,brassica,4,March,April,May,June,April,June,June,October
151,black-magic-kale,brassica,5,February,March,April,May,April,May,June,November
151,black-magic-kale,brassica,6,February,March,April,May,April,May,June,November
151,black-magic-kale,brassica,7,February,March,April,May,March,May,May,November
151,black-magic-kale,brassica,8,January,February,March,April,March,April,May,December
151,black-magic-kale,brassica,9,January,January,February,March,February,March,April,December
151,black-magic-kale,brassica,10,January,January,February,March,January,March,March,December
151,black-magic-kale,brassica,11,January,January,January,February,January,February,February,December
151,black-magic-kale,brassica,12,January,January,January,February,January,February,February,December
151,black-magic-kale,brassica,13,January,January,January,February,January,February,February,December
152,premium-crop-broccoli,brassica,1,April,May,June,July,June,July,August,September
152,premium-crop-broccoli,brassica,2,April,May,June,July,May,July,August,September
152,premium-crop-broccoli,brassica,3,March,April,May,June,May,June,July,October
152,premium-crop-broccoli,brassica,4,March,April,May,June,April,June,July,October
152,premium-crop-broccoli,brassica,5,February,March,April,May,April,May,July,November
152,premium-crop-broccoli,brassica,6,February,March,April,May,April,May,June,November
152,premium-crop-broccoli,brassica,7,February,March,April,May,March,May,June,November
152,premium-crop-broccoli,brassica,8,January,February,March,April,March,April,May,December
152,premium-crop-broccoli,brassica,9,January,January,February,March,February,March,April,December
152,premium-crop-broccoli,brassica,10,January,January,February,March,January,March,April,December
152,premium-crop-broccoli,brassica,11,January,January,January,February,January,February,March,December
152,premium-crop-broccoli,brassica,12,January,January,January,February,January,February,March,December
152,premium-crop-broccoli,brassica,13,January,January,January,February,January,February,March,December
153,early-jersey-wakefield-cabbage,brassica,1,April,May,June,July,June,July,August,September
153,early-jersey-wakefield-cabbage,brassica,2,April,May,June,July,May,July,July,September
153,early-jersey-wakefield-cabbage,brassica,3,March,April,May,June,May,June,July,October
153,early-jersey-wakefield-cabbage,brassica,4,March,April,May,June,April,June,July,October
153,early-jersey-wakefield-cabbage,brassica,5,February,March,April,May,April,May,June,November
153,early-jersey-wakefield-cabbage,brassica,6,February,March,April,May,April,May,June,November
153,early-jersey-wakefield-cabbage,brassica,7,February,March,April,May,March,May,May,November
153,early-jersey-wakefield-cabbage,brassica,8,January,February,March,April,March,April,May,December
153,early-jersey-wakefield-cabbage,brassica,9,January,January,February,March,February,March,April,December
153,early-jersey-wakefield-cabbage,brassica,10,January,January,February,March,January,March,March,December
153,early-jersey-wakefield-cabbage,brassica,11,January,January,January,February,January,February,February,December
153,early-jersey-wakefield-cabbage,brassica,12,January,January,January,February,January,February,February,December
153,early-jersey-wakefield-cabbage,brassica,13,January,January,January,February,January,February,February,December
154,ruby-perfection-cabbage,brassica,1,April,May,June,July,June,July,August,September
154,ruby-perfection-cabbage,brassica,2,April,May,June,July,May,July,August,September
154,ruby-perfection-cabbage,brassica,3,March,April,May,June,May,June,July,October
154,ruby-perfection-cabbage,brassica,4,March,April,May,June,April,June,July,October
154,ruby-perfection-cabbage,brassica,5,February,March,April,May,April,May,July,November
154,ruby-perfection-cabbage,brassica,6,February,March,April,May,April,May,June,November
154,ruby-perfection-cabbage,brassica,7,February,March,April,May,March,May,June,November
154,ruby-perfection-cabbage,brassica,8,January,February,March,April,March,April,May,December
154,ruby-perfection-cabbage,brassica,9,January,January,February,March,February,March,April,December
154,ruby-perfection-cabbage,brassica,10,January,January,February,March,January,March,April,December
154,ruby-perfection-cabbage,brassica,11,January,January,January,February,January,February,March,December
154,ruby-perfection-cabbage,brassica,12,January,January,January,February,January,February,March,December
154,ruby-perfection-cabbage,brassica,13,January,January,January,February,January,February,March,December
156,brussels-sprouts-long-island-improved,brassica,1,April,May,June,July,June,July,September,September
156,brussels-sprouts-long-island-improved,brassica,2,April,May,June,July,May,July,September,September
156,brussels-sprouts-long-island-improved,brassica,3,March,April,May,June,May,June,August,October
156,brussels-sprouts-long-island-improved,brassica,4,March,April,May,June,April,June,August,October
156,brussels-sprouts-long-island-improved,brassica,5,February,March,April,May,April,May,August,November
156,brussels-sprouts-long-island-improved,brassica,6,February,March,April,May,April,May,July,November
156,brussels-sprouts-long-island-improved,brassica,7,February,March,April,May,March,May,July,November
156,brussels-sprouts-long-island-improved,brassica,8,January,February,March,April,March,April,June,December
156,brussels-sprouts-long-island-improved,brassica,9,January,January,February,March,February,March,May,December
156,brussels-sprouts-long-island-improved,brassica,10,January,January,February,March,January,March,May,December
156,brussels-sprouts-long-island-improved,brassica,11,January,January,January,February,January,February,April,December
156,brussels-sprouts-long-island-improved,brassica,12,January,January,January,February,January,February,April,December
156,brussels-sprouts-long-island-improved,brassica,13,January,January,January,February,January,February,April,December
160,arugula-rocket,brassica,1,April,May,June,July,June,July,July,September
160,arugula-rocket,brassica,2,April,May,June,July,May,July,June,September
160,arugula-rocket,brassica,3,March,April,May,June,May,June,June,October
160,arugula-rocket,brassica,4,March,April,May,June,April,June,May,October
160,arugula-rocket,brassica,5,February,March,April,May,April,May,May,November
160,arugula-rocket,brassica,6,February,March,April,May,April,May,May,November
160,arugula-rocket,brassica,7,February,March,April,May,March,May,April,November
160,arugula-rocket,brassica,8,January,February,March,April,March,April,April,December
160,arugula-rocket,brassica,9,January,January,February,March,February,March,March,December
160,arugula-rocket,brassica,10,January,January,February,March,January,March,February,December
160,arugula-rocket,brassica,11,January,January,January,February,January,February,January,December
160,arugula-rocket,brassica,12,January,January,January,February,January,February,January,December
160,arugula-rocket,brassica,13,January,January,January,February,January,February,January,December
162,red-russian-kale,brassica,1,April,May,June,July,June,July,July,September
162,red-russian-kale,brassica,2,April,May,June,July,May,July,July,September
162,red-russian-kale,brassica,3,March,April,May,June,May,June,June,October
162,red-russian-kale,brassica,4,March,April,May,June,April,June,June,October
162,red-russian-kale,brassica,5,February,March,April,May,April,May,June,November
162,red-russian-kale,brassica,6,February,March,April,May,April,May,May,November
162,red-russian-kale,brassica,7,February,March,April,May,March,May,May,November
162,red-russian-kale,brassica,8,January,February,March,April,March,April,April,December
162,red-russian-kale,brassica,9,January,January,February,March,February,March,March,December
162,red-russian-kale,brassica,10,January,January,February,March,January,March,March,December
162,red-russian-kale,brassica,11,January,January,January,February,January,February,February,December
162,red-russian-kale,brassica,12,January,January,January,February,January,February,February,December
162,red-russian-kale,brassica,13,January,January,January,February,January,February,February,December
186,purple-top-walla-walla,allium,1,,,,,June,July,December,September
186,purple-top-walla-walla,allium,2,,,,,May,July,December,September
186,purple-top-walla-walla,allium,3,,,,,May,June,December,October
186,purple-top-walla-walla,allium,4,,,,,April,June,November,October
186,purple-top-walla-walla,allium,5,,,,,April,May,November,November
186,purple-top-walla-walla,allium,6,,,,,April,May,November,November
186,purple-top-walla-walla,allium,7,,,,,March,May,October,November
186,purple-top-walla-walla,allium,8,,,,,March,April,October,December
